2018-10-11.13:35:08 <INI> ----------------------------|MODE : ERR|----------------------------
2018-10-11.13:37:18 <ERR> GameView:133 || Imposible cargar .images/platforms/grass1_48x48.png - SDL_Image_Error: Couldn't open .images/platforms/grass1_48x48.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:18 <ERR> GameView:133 || Imposible cargar  - SDL_Image_Error: SDL_RWFromFile(): No file or no mode specified - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:18 <ERR> GameView:133 || Imposible cargar .images/player/walkingRight.png - SDL_Image_Error: Couldn't open .images/player/walkingRight.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:18 <ERR> GameView:133 || Imposible cargar .images/player/walkingRightPointingUp.png - SDL_Image_Error: Couldn't open .images/player/walkingRightPointingUp.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:18 <ERR> GameView:133 || Imposible cargar .images/player/walkingRightPointingDown.png - SDL_Image_Error: Couldn't open .images/player/walkingRightPointingDown.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:18 <ERR> GameView:133 || Imposible cargar .images/player/walkingLeft.png - SDL_Image_Error: Couldn't open .images/player/walkingLeft.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:18 <ERR> GameView:133 || Imposible cargar .images/player/walkingLeftPointingUp.png - SDL_Image_Error: Couldn't open .images/player/walkingLeftPointingUp.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:18 <ERR> GameView:133 || Imposible cargar .images/player/walkingLeftPointingDown.png - SDL_Image_Error: Couldn't open .images/player/walkingLeftPointingDown.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:18 <ERR> GameView:133 || Imposible cargar .images/player/standing.png - SDL_Image_Error: Couldn't open .images/player/standing.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:18 <ERR> GameView:133 || Imposible cargar .images/player/standingBack.png - SDL_Image_Error: Couldn't open .images/player/standingBack.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:18 <ERR> GameView:133 || Imposible cargar .images/player/jumping.png - SDL_Image_Error: Couldn't open .images/player/jumping.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:18 <ERR> GameView:133 || Imposible cargar .images/player/jumping.png - SDL_Image_Error: Couldn't open .images/player/jumping.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:18 <ERR> GameView:133 || Imposible cargar .images/player/pointUp.png - SDL_Image_Error: Couldn't open .images/player/pointUp.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:18 <ERR> GameView:133 || Imposible cargar .images/player/pointFront.png - SDL_Image_Error: Couldn't open .images/player/pointFront.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:18 <ERR> GameView:133 || Imposible cargar .images/player/pointBack.png - SDL_Image_Error: Couldn't open .images/player/pointBack.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:18 <ERR> GameView:133 || Imposible cargar .images/player/pointDown.png - SDL_Image_Error: Couldn't open .images/player/pointDown.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:18 <ERR> GameView:133 || Imposible cargar .images/player/bodyToGround.png - SDL_Image_Error: Couldn't open .images/player/bodyToGround.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:18 <ERR> GameView:133 || Imposible cargar .images/player/pointDownBack.png - SDL_Image_Error: Couldn't open .images/player/pointDownBack.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:18 <ERR> GameView:133 || Imposible cargar .images/player/bodyToGroundBack.png - SDL_Image_Error: Couldn't open .images/player/bodyToGroundBack.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:18 <ERR> GameView:133 || Imposible cargar .images/player/pointUpBack.png - SDL_Image_Error: Couldn't open .images/player/pointUpBack.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:19 <ERR> GameView:133 || Imposible cargar .images/enemies/contra_boss_level1.png - SDL_Image_Error: Couldn't open .images/enemies/contra_boss_level1.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:20 <KLL> -------------------------------| END |-------------------------------
2018-10-11.13:37:34 <INI> ----------------------------|MODE : ERR|----------------------------
2018-10-11.13:37:34 <ERR> GameView:133 || Imposible cargar .images/ImageNotFound.png - SDL_Image_Error: Couldn't open .images/ImageNotFound.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:34 <ERR> GameView:86 || Imposible cargar imágen invalida para usar ante eventuales fallas en el generador de textura
2018-10-11.13:37:34 <ERR> GameView:133 || Imposible cargar .images/CharacterSprites.png - SDL_Image_Error: Couldn't open .images/CharacterSprites.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:34 <ERR> GameView:133 || Imposible cargar .images/platforms/ice1_48x48.png - SDL_Image_Error: Couldn't open .images/platforms/ice1_48x48.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:34 <ERR> GameView:133 || Imposible cargar .images/platforms/wood2_48x48.png - SDL_Image_Error: Couldn't open .images/platforms/wood2_48x48.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:34 <ERR> GameView:133 || Imposible cargar .images/platforms/rock1_48x48.png - SDL_Image_Error: Couldn't open .images/platforms/rock1_48x48.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:34 <ERR> GameView:133 || Imposible cargar .images/platforms/grass1_48x48.png - SDL_Image_Error: Couldn't open .images/platforms/grass1_48x48.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:34 <ERR> GameView:133 || Imposible cargar  - SDL_Image_Error: SDL_RWFromFile(): No file or no mode specified - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:34 <ERR> GameView:133 || Imposible cargar .images/player/walkingRight.png - SDL_Image_Error: Couldn't open .images/player/walkingRight.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:34 <ERR> GameView:133 || Imposible cargar .images/player/walkingRightPointingUp.png - SDL_Image_Error: Couldn't open .images/player/walkingRightPointingUp.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:34 <ERR> GameView:133 || Imposible cargar .images/player/walkingRightPointingDown.png - SDL_Image_Error: Couldn't open .images/player/walkingRightPointingDown.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:34 <ERR> GameView:133 || Imposible cargar .images/player/walkingLeft.png - SDL_Image_Error: Couldn't open .images/player/walkingLeft.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:34 <ERR> GameView:133 || Imposible cargar .images/player/walkingLeftPointingUp.png - SDL_Image_Error: Couldn't open .images/player/walkingLeftPointingUp.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:34 <ERR> GameView:133 || Imposible cargar .images/player/walkingLeftPointingDown.png - SDL_Image_Error: Couldn't open .images/player/walkingLeftPointingDown.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:34 <ERR> GameView:133 || Imposible cargar .images/player/standing.png - SDL_Image_Error: Couldn't open .images/player/standing.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:34 <ERR> GameView:133 || Imposible cargar .images/player/standingBack.png - SDL_Image_Error: Couldn't open .images/player/standingBack.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:34 <ERR> GameView:133 || Imposible cargar .images/player/jumping.png - SDL_Image_Error: Couldn't open .images/player/jumping.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:34 <ERR> GameView:133 || Imposible cargar .images/player/jumping.png - SDL_Image_Error: Couldn't open .images/player/jumping.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:34 <ERR> GameView:133 || Imposible cargar .images/player/pointUp.png - SDL_Image_Error: Couldn't open .images/player/pointUp.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:34 <ERR> GameView:133 || Imposible cargar .images/player/pointFront.png - SDL_Image_Error: Couldn't open .images/player/pointFront.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:34 <ERR> GameView:133 || Imposible cargar .images/player/pointBack.png - SDL_Image_Error: Couldn't open .images/player/pointBack.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:34 <ERR> GameView:133 || Imposible cargar .images/player/pointDown.png - SDL_Image_Error: Couldn't open .images/player/pointDown.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:34 <ERR> GameView:133 || Imposible cargar .images/player/bodyToGround.png - SDL_Image_Error: Couldn't open .images/player/bodyToGround.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:34 <ERR> GameView:133 || Imposible cargar .images/player/pointDownBack.png - SDL_Image_Error: Couldn't open .images/player/pointDownBack.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:34 <ERR> GameView:133 || Imposible cargar .images/player/bodyToGroundBack.png - SDL_Image_Error: Couldn't open .images/player/bodyToGroundBack.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:34 <ERR> GameView:133 || Imposible cargar .images/player/pointUpBack.png - SDL_Image_Error: Couldn't open .images/player/pointUpBack.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:35 <ERR> GameView:133 || Imposible cargar .images/enemies/contra_boss_level1.png - SDL_Image_Error: Couldn't open .images/enemies/contra_boss_level1.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:37:37 <KLL> -------------------------------| END |-------------------------------
2018-10-11.13:38:06 <INI> ----------------------------|MODE : ERR|----------------------------
2018-10-11.13:38:06 <ERR> GameView:133 || Imposible cargar .images/ImageNotFound.png - SDL_Image_Error: Couldn't open .images/ImageNotFound.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:38:06 <ERR> GameView:86 || Imposible cargar imágen invalida para usar ante eventuales fallas en el generador de textura
2018-10-11.13:38:06 <ERR> GameView:133 || Imposible cargar .images/CharacterSprites.png - SDL_Image_Error: Couldn't open .images/CharacterSprites.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:38:06 <ERR> GameView:133 || Imposible cargar .images/platforms/ice1_48x48.png - SDL_Image_Error: Couldn't open .images/platforms/ice1_48x48.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:38:06 <ERR> GameView:133 || Imposible cargar .images/platforms/wood2_48x48.png - SDL_Image_Error: Couldn't open .images/platforms/wood2_48x48.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:38:06 <ERR> GameView:133 || Imposible cargar .images/platforms/rock1_48x48.png - SDL_Image_Error: Couldn't open .images/platforms/rock1_48x48.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:38:06 <ERR> GameView:133 || Imposible cargar .images/platforms/grass1_48x48.png - SDL_Image_Error: Couldn't open .images/platforms/grass1_48x48.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:38:06 <ERR> GameView:133 || Imposible cargar  - SDL_Image_Error: SDL_RWFromFile(): No file or no mode specified - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:38:06 <ERR> GameView:133 || Imposible cargar .images/player/walkingRight.png - SDL_Image_Error: Couldn't open .images/player/walkingRight.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:38:06 <ERR> GameView:133 || Imposible cargar .images/player/walkingRightPointingUp.png - SDL_Image_Error: Couldn't open .images/player/walkingRightPointingUp.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:38:06 <ERR> GameView:133 || Imposible cargar .images/player/walkingRightPointingDown.png - SDL_Image_Error: Couldn't open .images/player/walkingRightPointingDown.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:38:06 <ERR> GameView:133 || Imposible cargar .images/player/walkingLeft.png - SDL_Image_Error: Couldn't open .images/player/walkingLeft.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:38:06 <ERR> GameView:133 || Imposible cargar .images/player/walkingLeftPointingUp.png - SDL_Image_Error: Couldn't open .images/player/walkingLeftPointingUp.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:38:06 <ERR> GameView:133 || Imposible cargar .images/player/walkingLeftPointingDown.png - SDL_Image_Error: Couldn't open .images/player/walkingLeftPointingDown.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:38:06 <ERR> GameView:133 || Imposible cargar .images/player/standing.png - SDL_Image_Error: Couldn't open .images/player/standing.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:38:06 <ERR> GameView:133 || Imposible cargar .images/player/standingBack.png - SDL_Image_Error: Couldn't open .images/player/standingBack.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:38:06 <ERR> GameView:133 || Imposible cargar .images/player/jumping.png - SDL_Image_Error: Couldn't open .images/player/jumping.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:38:06 <ERR> GameView:133 || Imposible cargar .images/player/jumping.png - SDL_Image_Error: Couldn't open .images/player/jumping.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:38:06 <ERR> GameView:133 || Imposible cargar .images/player/pointUp.png - SDL_Image_Error: Couldn't open .images/player/pointUp.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:38:06 <ERR> GameView:133 || Imposible cargar .images/player/pointFront.png - SDL_Image_Error: Couldn't open .images/player/pointFront.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:38:06 <ERR> GameView:133 || Imposible cargar .images/player/pointBack.png - SDL_Image_Error: Couldn't open .images/player/pointBack.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:38:06 <ERR> GameView:133 || Imposible cargar .images/player/pointDown.png - SDL_Image_Error: Couldn't open .images/player/pointDown.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:38:06 <ERR> GameView:133 || Imposible cargar .images/player/bodyToGround.png - SDL_Image_Error: Couldn't open .images/player/bodyToGround.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:38:06 <ERR> GameView:133 || Imposible cargar .images/player/pointDownBack.png - SDL_Image_Error: Couldn't open .images/player/pointDownBack.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:38:06 <ERR> GameView:133 || Imposible cargar .images/player/bodyToGroundBack.png - SDL_Image_Error: Couldn't open .images/player/bodyToGroundBack.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:38:06 <ERR> GameView:133 || Imposible cargar .images/player/pointUpBack.png - SDL_Image_Error: Couldn't open .images/player/pointUpBack.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:38:07 <ERR> GameView:133 || Imposible cargar .images/enemies/contra_boss_level1.png - SDL_Image_Error: Couldn't open .images/enemies/contra_boss_level1.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:38:08 <KLL> -------------------------------| END |-------------------------------
2018-10-11.13:39:12 <INI> ----------------------------|MODE : ERR|----------------------------
2018-10-11.13:39:12 <ERR> GameView:133 || Imposible cargar .images/ImageNotFound.png - SDL_Image_Error: Couldn't open .images/ImageNotFound.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:39:12 <ERR> GameView:86 || Imposible cargar imágen invalida para usar ante eventuales fallas en el generador de textura
2018-10-11.13:39:12 <ERR> GameView:133 || Imposible cargar .images/CharacterSprites.png - SDL_Image_Error: Couldn't open .images/CharacterSprites.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:39:12 <ERR> GameView:133 || Imposible cargar .images/platforms/ice1_48x48.png - SDL_Image_Error: Couldn't open .images/platforms/ice1_48x48.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:39:12 <ERR> GameView:133 || Imposible cargar .images/platforms/wood2_48x48.png - SDL_Image_Error: Couldn't open .images/platforms/wood2_48x48.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:39:12 <ERR> GameView:133 || Imposible cargar .images/platforms/rock1_48x48.png - SDL_Image_Error: Couldn't open .images/platforms/rock1_48x48.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:39:12 <ERR> GameView:133 || Imposible cargar .images/platforms/grass1_48x48.png - SDL_Image_Error: Couldn't open .images/platforms/grass1_48x48.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:39:12 <ERR> GameView:133 || Imposible cargar  - SDL_Image_Error: SDL_RWFromFile(): No file or no mode specified - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:39:12 <ERR> GameView:133 || Imposible cargar .images/player/walkingRight.png - SDL_Image_Error: Couldn't open .images/player/walkingRight.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:39:12 <ERR> GameView:133 || Imposible cargar .images/player/walkingRightPointingUp.png - SDL_Image_Error: Couldn't open .images/player/walkingRightPointingUp.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:39:12 <ERR> GameView:133 || Imposible cargar .images/player/walkingRightPointingDown.png - SDL_Image_Error: Couldn't open .images/player/walkingRightPointingDown.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:39:12 <ERR> GameView:133 || Imposible cargar .images/player/walkingLeft.png - SDL_Image_Error: Couldn't open .images/player/walkingLeft.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:39:12 <ERR> GameView:133 || Imposible cargar .images/player/walkingLeftPointingUp.png - SDL_Image_Error: Couldn't open .images/player/walkingLeftPointingUp.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:39:12 <ERR> GameView:133 || Imposible cargar .images/player/walkingLeftPointingDown.png - SDL_Image_Error: Couldn't open .images/player/walkingLeftPointingDown.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:39:12 <ERR> GameView:133 || Imposible cargar .images/player/standing.png - SDL_Image_Error: Couldn't open .images/player/standing.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:39:12 <ERR> GameView:133 || Imposible cargar .images/player/standingBack.png - SDL_Image_Error: Couldn't open .images/player/standingBack.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:39:12 <ERR> GameView:133 || Imposible cargar .images/player/jumping.png - SDL_Image_Error: Couldn't open .images/player/jumping.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:39:12 <ERR> GameView:133 || Imposible cargar .images/player/jumping.png - SDL_Image_Error: Couldn't open .images/player/jumping.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:39:12 <ERR> GameView:133 || Imposible cargar .images/player/pointUp.png - SDL_Image_Error: Couldn't open .images/player/pointUp.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:39:12 <ERR> GameView:133 || Imposible cargar .images/player/pointFront.png - SDL_Image_Error: Couldn't open .images/player/pointFront.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:39:12 <ERR> GameView:133 || Imposible cargar .images/player/pointBack.png - SDL_Image_Error: Couldn't open .images/player/pointBack.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:39:12 <ERR> GameView:133 || Imposible cargar .images/player/pointDown.png - SDL_Image_Error: Couldn't open .images/player/pointDown.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:39:12 <ERR> GameView:133 || Imposible cargar .images/player/bodyToGround.png - SDL_Image_Error: Couldn't open .images/player/bodyToGround.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:39:12 <ERR> GameView:133 || Imposible cargar .images/player/pointDownBack.png - SDL_Image_Error: Couldn't open .images/player/pointDownBack.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:39:12 <ERR> GameView:133 || Imposible cargar .images/player/bodyToGroundBack.png - SDL_Image_Error: Couldn't open .images/player/bodyToGroundBack.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:39:12 <ERR> GameView:133 || Imposible cargar .images/player/pointUpBack.png - SDL_Image_Error: Couldn't open .images/player/pointUpBack.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:39:12 <ERR> GameView:133 || Imposible cargar .images/enemies/contra_boss_level1.png - SDL_Image_Error: Couldn't open .images/enemies/contra_boss_level1.png - ACCION: Se carga textura invalida en su lugar.
2018-10-11.13:39:14 <KLL> -------------------------------| END |-------------------------------
